track_id,similar_track_id,score
01MVOl9KtVTNfFiBU9I7dc,7jIAttgQTpLDoNtykIQXjH,0.827524456745534
01MVOl9KtVTNfFiBU9I7dc,0uu9e9iwcQv2sKAHz3Mafq,0.8198598909346356
6Vc5wAMmXdKIAM7WUoEb7N,5TvE3pk05pyFIGdSY9j4DJ,1.0000000000000002
6Vc5wAMmXdKIAM7WUoEb7N,78TKtlSLWK8pZAKKW3MyQL,0.9960740540807397
6Vc5wAMmXdKIAM7WUoEb7N,7xLhousIHDxoGgeJNhO4Ye,0.9760329543876461
6Vc5wAMmXdKIAM7WUoEb7N,2fPb58e6f8KxejYDCaARwS,0.9760329543876461
6Vc5wAMmXdKIAM7WUoEb7N,6kRZfOZSuoi0Htg6gROKDz,0.9718182139010447
1EzrEOXmMH3G43AXT1y7pA,3S0OXQeoh0w6AY8WQVckRW,1.0000000000000002
1EzrEOXmMH3G43AXT1y7pA,03yc0G2OoH1Eeyu7Piy8fK,0.9988806959939016
1EzrEOXmMH3G43AXT1y7pA,16PU73LgqfTxxwqTmSp6Ch,0.8885870145565258
1EzrEOXmMH3G43AXT1y7pA,05hCHpkRbY9srvsP1Ld5IJ,0.873820620693976
1EzrEOXmMH3G43AXT1y7pA,2kVgaOMMn0RpD1sM0Bt0eh,0.8709774881315148
0IktbUcnAGrvD03AWnz3Q8,2qLMf6TuEC3ruGJg4SMMN6,1.0000000000000002
0IktbUcnAGrvD03AWnz3Q8,06R84YHz9bqaQzEbIWxzsw,0.8441626916839228
0IktbUcnAGrvD03AWnz3Q8,1QcpKf67hgqKFa3mLp9KfL,0.8193068276563774
0IktbUcnAGrvD03AWnz3Q8,4ctrW6hZZ5sXqWfYMhAE7g,0.8175043019877773
0IktbUcnAGrvD03AWnz3Q8,03yc0G2OoH1Eeyu7Piy8fK,0.8141934233776362
7k9GuJYLp2AzqokyEdwEw2,5n0CTysih20NYdT2S0Wpe8,0.8882031413035458
7k9GuJYLp2AzqokyEdwEw2,6VObnIkLVruX4UVyxWhlqm,0.8789746661808064
7k9GuJYLp2AzqokyEdwEw2,4YimYaA3z1KrrnbBmvE6Af,0.8772520566170114
7k9GuJYLp2AzqokyEdwEw2,5ZhaKUsY68U0lgREFWfoxg,0.8650972168959021
7k9GuJYLp2AzqokyEdwEw2,4A9E08l34BkPsCDAmOpHxb,0.8648334668770791
4mzP5mHkRvGxdhdGdAH7EJ,6pTZ8Oy1xGKGCE4saVScoy,1.0000000000000002
4mzP5mHkRvGxdhdGdAH7EJ,7g3ryXLtXExZ0OFCj17Ae1,0.9138995238540635
4mzP5mHkRvGxdhdGdAH7EJ,0jJqIi0uMG8IhGlLx7U85J,0.8876677665074616
4mzP5mHkRvGxdhdGdAH7EJ,5eIF4WZrpcnpEXi2Bu7i2t,0.8780855656360775
4mzP5mHkRvGxdhdGdAH7EJ,56AecW9Anb0CY6HpgWvcg9,0.8728056557693376
5ivF4eQBqJiVL5IAE9jRyl,26TzE0IIiuqPKLaWfcsj4C,0.9880932093824916
5ivF4eQBqJiVL5IAE9jRyl,05pKAafT85jeeNhZ6kq7HT,0.970921103129757
5ivF4eQBqJiVL5IAE9jRyl,60wxK3idlzc3lykP8cYZ2l,0.9300970872510672
5ivF4eQBqJiVL5IAE9jRyl,78TKtlSLWK8pZAKKW3MyQL,0.9279689830713629
5ivF4eQBqJiVL5IAE9jRyl,0J4sK2VO75cRSVoj0FokQn,0.9260724346927076
4ptDJbJl35d7gQfeNteBwp,2hVaNGGvdvvzRPCK9BUZmA,0.8985259652733593
4ptDJbJl35d7gQfeNteBwp,7dE07ULna9h2PituTjrinM,0.8921273450516722
4ptDJbJl35d7gQfeNteBwp,3Re0unscFRNOkwwEGtxhCO,0.8914372630442436
4ptDJbJl35d7gQfeNteBwp,2BdXf4OpDOw4AvklnAvcsY,0.8874944163910221
4ptDJbJl35d7gQfeNteBwp,4YMQXzscifAREG0a7KNGhB,0.887170162921048
0X9MxHR1rTkEHDjp95F2OO,7vg5fesQdq5I7Z7XGdyJd5,0.9483141154803038
0X9MxHR1rTkEHDjp95F2OO,7d0bJhpp0mCYyMXaMgWyMS,0.9418710915544766
0X9MxHR1rTkEHDjp95F2OO,6xMm545wcSYbhNFB2Jr2EP,0.9383307478439601
0X9MxHR1rTkEHDjp95F2OO,3PG6V5yuFfo4APiovOQoRv,0.9343312602831588
0X9MxHR1rTkEHDjp95F2OO,6YOOCjjIb0pBZXbJjYgUlP,0.934158412812209
4LbWtBkN82ZRhz9jqzgrb3,2sts2nfTzf3EospO4SgRkF,0.8848462519900204
4LbWtBkN82ZRhz9jqzgrb3,2KCyx1wmIdWUwJPM7LItHS,0.872538187143208
4LbWtBkN82ZRhz9jqzgrb3,6fzvBXmU3zgnpJuxMyJamF,0.8684298308100046
4LbWtBkN82ZRhz9jqzgrb3,1tqfkvKaDE4PgBwvZvk2cW,0.8570293291936516
4LbWtBkN82ZRhz9jqzgrb3,2rUzh19do9xKVsfWCa92x7,0.8566102031053073
1KHdq8NK9QxnGjdXb55NiG,4sZlYTnmvrFUhMTGPuz3P4,0.8675097059391488
1KHdq8NK9QxnGjdXb55NiG,48sc7vBJeNoCEQhxO3zYKA,0.8668062092551094
1KHdq8NK9QxnGjdXb55NiG,7MlPySldFcJ9R3mSFvGV4y,0.8515391475984567
1KHdq8NK9QxnGjdXb55NiG,2haJphBUZLD5MpFB8KkCsF,0.8503038802440748
1KHdq8NK9QxnGjdXb55NiG,3r1cfu7qDpEP3A80TGDzsH,0.8500375291461766
6xKeQgzfjixSUld14qUezm,0N7UyDRbyHe2L63ilYDcRK,0.9532284401683165
6xKeQgzfjixSUld14qUezm,3zjr7jirhGwvqGuuJuIxjg,0.9450644740429806
6xKeQgzfjixSUld14qUezm,0SA1xt4HUX5ny8xfgHOqQI,0.9405029511904276
6xKeQgzfjixSUld14qUezm,3FYqKyAKIB4mCygIFc1IYn,0.9405029511904276
6xKeQgzfjixSUld14qUezm,6hy5eqMQ36KAChR1ZZ05zc,0.9374360854819647
4Yo0igmcoNyat1secaH0OD,2ux2dwUgqfj1EKRp963HEW,0.9302903725315094
4Yo0igmcoNyat1secaH0OD,1FF6TogE9ELY71XnLPoEv6,0.928010992770826
4Yo0igmcoNyat1secaH0OD,0MY3K86lZ9HIat4oBi40dh,0.9157938964620068
4Yo0igmcoNyat1secaH0OD,22x1tZbYamgdjebrfCWb9I,0.9154013525840785
4Yo0igmcoNyat1secaH0OD,2ZkoIuZaRbU14w3LSDAyNB,0.9154013525840785
2qLMf6TuEC3ruGJg4SMMN6,0IktbUcnAGrvD03AWnz3Q8,1.0000000000000002
2qLMf6TuEC3ruGJg4SMMN6,06R84YHz9bqaQzEbIWxzsw,0.8441626916839228
2qLMf6TuEC3ruGJg4SMMN6,1QcpKf67hgqKFa3mLp9KfL,0.8193068276563774
2qLMf6TuEC3ruGJg4SMMN6,4ctrW6hZZ5sXqWfYMhAE7g,0.8175043019877773
2qLMf6TuEC3ruGJg4SMMN6,03yc0G2OoH1Eeyu7Piy8fK,0.8141934233776362
3S0OXQeoh0w6AY8WQVckRW,1EzrEOXmMH3G43AXT1y7pA,1.0000000000000002
3S0OXQeoh0w6AY8WQVckRW,03yc0G2OoH1Eeyu7Piy8fK,0.9988806959939016
3S0OXQeoh0w6AY8WQVckRW,16PU73LgqfTxxwqTmSp6Ch,0.8885870145565258
3S0OXQeoh0w6AY8WQVckRW,05hCHpkRbY9srvsP1Ld5IJ,0.873820620693976
3S0OXQeoh0w6AY8WQVckRW,2kVgaOMMn0RpD1sM0Bt0eh,0.8709774881315148
5TvE3pk05pyFIGdSY9j4DJ,6Vc5wAMmXdKIAM7WUoEb7N,1.0000000000000002
5TvE3pk05pyFIGdSY9j4DJ,78TKtlSLWK8pZAKKW3MyQL,0.9960740540807397
5TvE3pk05pyFIGdSY9j4DJ,2fPb58e6f8KxejYDCaARwS,0.9760329543876461
5TvE3pk05pyFIGdSY9j4DJ,7xLhousIHDxoGgeJNhO4Ye,0.9760329543876461
5TvE3pk05pyFIGdSY9j4DJ,6kRZfOZSuoi0Htg6gROKDz,0.9718182139010447
0BUuuEvNa5T4lMaewyiudB,38jy6kRlPt8z1GUS9WXeNh,1.0000000000000002
0BUuuEvNa5T4lMaewyiudB,4Akic5cb5RHJrTdQZY7AfX,0.8729630288779622
0BUuuEvNa5T4lMaewyiudB,5w8Cu20Yt1ZNQuVdcafTYC,0.8233439636347046
0BUuuEvNa5T4lMaewyiudB,3S0OXQeoh0w6AY8WQVckRW,0.823141529304345
0BUuuEvNa5T4lMaewyiudB,1EzrEOXmMH3G43AXT1y7pA,0.823141529304345
3Hn3LfhrQOaKihdCibJsTs,7Igc6JB0xPDcn5yRkkVGQX,0.9999956377617516
3Hn3LfhrQOaKihdCibJsTs,3mDvi0k4LuCA7ViLf3Qb3O,0.8880259085630466
3Hn3LfhrQOaKihdCibJsTs,4VtURpoyUD9vzc0yG9tztF,0.8867108605648081
3Hn3LfhrQOaKihdCibJsTs,5OuIR3gRTxt1hqYu11afzQ,0.8851687264099075
3Hn3LfhrQOaKihdCibJsTs,3Wgg2Se9D2QL9I3oR8GUy8,0.8811997480316499
6D33wCKzWtNEgOovgeVJ7r,6339iq4yAm87arKgnNc922,0.8815700094877112
6D33wCKzWtNEgOovgeVJ7r,45SbQo5bq8f0hNdB70IyFC,0.8796084544034559
6D33wCKzWtNEgOovgeVJ7r,6bTbMMEShyGyrcuIwtBlpA,0.8767988732306053
6D33wCKzWtNEgOovgeVJ7r,58h6KRFgwbAKvWE11fxqY0,0.8767988732306053
6D33wCKzWtNEgOovgeVJ7r,6fmqJtTa7PQlbus7JLG8TY,0.8767988732306053
5IfCZDRXZrqZSm8AwE44PG,5QAMZTM5cmLg3fHX9ZbTZi,1.0
5IfCZDRXZrqZSm8AwE44PG,2qESE1ZeWly7I3YjyTXmXh,1.0
5IfCZDRXZrqZSm8AwE44PG,3ax0rfGb7exLtl02LL08U9,1.0
5IfCZDRXZrqZSm8AwE44PG,3EQV1ZHtHvq9OnVRYIdbg3,1.0
5IfCZDRXZrqZSm8AwE44PG,1ChZ4mrSLP8HImCY6IyImf,0.9208391694838147
0dzKBptH2P5j5a0MifBMwM,7H3ojI1BsVy0dEJENqMt1k,0.8528617279958948
0dzKBptH2P5j5a0MifBMwM,7yI7YDsXGrwUX8sFTXXnVV,0.8288017601764947
0dzKBptH2P5j5a0MifBMwM,6WwoaXSpEJ75vG1t674Cmm,0.8288017601764947
0dzKBptH2P5j5a0MifBMwM,3qmncUJvABe0QDRwMZhbPt,0.8288017601764947
0dzKBptH2P5j5a0MifBMwM,4zZQfvADXjFyW36bm7eDEu,0.8238801246932597
5QAMZTM5cmLg3fHX9ZbTZi,5IfCZDRXZrqZSm8AwE44PG,1.0
5QAMZTM5cmLg3fHX9ZbTZi,2qESE1ZeWly7I3YjyTXmXh,1.0
5QAMZTM5cmLg3fHX9ZbTZi,3ax0rfGb7exLtl02LL08U9,1.0
5QAMZTM5cmLg3fHX9ZbTZi,3EQV1ZHtHvq9OnVRYIdbg3,1.0
5QAMZTM5cmLg3fHX9ZbTZi,1ChZ4mrSLP8HImCY6IyImf,0.9208391694838147
2qESE1ZeWly7I3YjyTXmXh,5IfCZDRXZrqZSm8AwE44PG,1.0
2qESE1ZeWly7I3YjyTXmXh,5QAMZTM5cmLg3fHX9ZbTZi,1.0
2qESE1ZeWly7I3YjyTXmXh,3ax0rfGb7exLtl02LL08U9,1.0
2qESE1ZeWly7I3YjyTXmXh,3EQV1ZHtHvq9OnVRYIdbg3,1.0
2qESE1ZeWly7I3YjyTXmXh,1ChZ4mrSLP8HImCY6IyImf,0.9208391694838147
3EQV1ZHtHvq9OnVRYIdbg3,5IfCZDRXZrqZSm8AwE44PG,1.0
3EQV1ZHtHvq9OnVRYIdbg3,5QAMZTM5cmLg3fHX9ZbTZi,1.0
3EQV1ZHtHvq9OnVRYIdbg3,3ax0rfGb7exLtl02LL08U9,1.0
3EQV1ZHtHvq9OnVRYIdbg3,2qESE1ZeWly7I3YjyTXmXh,1.0
3EQV1ZHtHvq9OnVRYIdbg3,1ChZ4mrSLP8HImCY6IyImf,0.9208391694838147
3ax0rfGb7exLtl02LL08U9,5IfCZDRXZrqZSm8AwE44PG,1.0
3ax0rfGb7exLtl02LL08U9,5QAMZTM5cmLg3fHX9ZbTZi,1.0
3ax0rfGb7exLtl02LL08U9,3EQV1ZHtHvq9OnVRYIdbg3,1.0
3ax0rfGb7exLtl02LL08U9,2qESE1ZeWly7I3YjyTXmXh,1.0
3ax0rfGb7exLtl02LL08U9,1ChZ4mrSLP8HImCY6IyImf,0.9208391694838147
1m5LC29RE52Bxy7hxvpOlL,7HuER5q1a5dJ0uKrfGrMCj,0.9058002870527136
1m5LC29RE52Bxy7hxvpOlL,6M665tf7ZKQzUFA5yOrUE4,0.9002044916809436
1m5LC29RE52Bxy7hxvpOlL,0HKD13PLq2WicViBBhSrOl,0.886167922699308
1m5LC29RE52Bxy7hxvpOlL,5ekDyrauOrlMongwmTU6Hq,0.8818157065041451
1m5LC29RE52Bxy7hxvpOlL,7e4JOa2XlIfEcMDovGkh0z,0.8810605636245175
3H36x7buZdQD4687VmFrwY,0xbMRcMFqxJq1Wa7tvWPtn,1.0000000000000002
3H36x7buZdQD4687VmFrwY,6h061f44HZPj1OXO2nA45d,1.0000000000000002
3H36x7buZdQD4687VmFrwY,6lfxq3CG4xtTiEg7opyCyx,0.9603224447013503
3H36x7buZdQD4687VmFrwY,0MjXRAftpVBuNGYsNV1obJ,0.9596700088910642
3H36x7buZdQD4687VmFrwY,24UxG3p1Ghtc5ejJtGBoeL,0.9577549959858749
0xbMRcMFqxJq1Wa7tvWPtn,3H36x7buZdQD4687VmFrwY,1.0000000000000002
0xbMRcMFqxJq1Wa7tvWPtn,6h061f44HZPj1OXO2nA45d,1.0000000000000002
0xbMRcMFqxJq1Wa7tvWPtn,6lfxq3CG4xtTiEg7opyCyx,0.9603224447013503
0xbMRcMFqxJq1Wa7tvWPtn,0MjXRAftpVBuNGYsNV1obJ,0.9596700088910642
0xbMRcMFqxJq1Wa7tvWPtn,24UxG3p1Ghtc5ejJtGBoeL,0.9577549959858749
6h061f44HZPj1OXO2nA45d,3H36x7buZdQD4687VmFrwY,1.0000000000000002
6h061f44HZPj1OXO2nA45d,0xbMRcMFqxJq1Wa7tvWPtn,1.0000000000000002
6h061f44HZPj1OXO2nA45d,6lfxq3CG4xtTiEg7opyCyx,0.9603224447013503
6h061f44HZPj1OXO2nA45d,0MjXRAftpVBuNGYsNV1obJ,0.9596700088910642
6h061f44HZPj1OXO2nA45d,24UxG3p1Ghtc5ejJtGBoeL,0.9577549959858749
62EwQLDw0dprDzuLwQ0sH1,0adVktNVJXPZfhQe6B1NO5,1.0
62EwQLDw0dprDzuLwQ0sH1,2z2JKNU24UEngb4joR9p8f,1.0
62EwQLDw0dprDzuLwQ0sH1,2nef44o0sjJDKB1ta4S0ub,1.0
62EwQLDw0dprDzuLwQ0sH1,5mdjfBsyzl78NQI4sI4IzR,0.9509906428889343
62EwQLDw0dprDzuLwQ0sH1,5OGpsZeJRZ3t3MZioawcZW,0.9503979259524351
3lvo0I8c2qBJDLZWqExDgC,0JzOJIS7ktLq5Ux6LtYJuW,0.9435743080765585
3lvo0I8c2qBJDLZWqExDgC,1SesKQRY9HNlqbOtCGYWMa,0.9405469326849671
3lvo0I8c2qBJDLZWqExDgC,5moyneo3TMp2wdc0TG8O8U,0.9395294123824787
3lvo0I8c2qBJDLZWqExDgC,0n3E6m57nDZJDyUHllaMDp,0.9383657008004003
3lvo0I8c2qBJDLZWqExDgC,6bbAFA4CZyeOMxEvDImvCh,0.9364191702821468
1ae8XfBQ3fDEvmBjFaemGV,1Cu8QneXq0Hq1HJqkZDPbN,0.9999999999999999
1ae8XfBQ3fDEvmBjFaemGV,3pgXwvxj2qqTOfsUxxQ8nE,0.9371873018759294
1ae8XfBQ3fDEvmBjFaemGV,1fI1TMpz7FVkpoYBhmiywp,0.9321795929206671
1ae8XfBQ3fDEvmBjFaemGV,11TK5KLtLZUdKr1C549bAw,0.9314659744618579
1ae8XfBQ3fDEvmBjFaemGV,0v1yN5C75um5Wx2WPtFl6k,0.9299743037930275
0adVktNVJXPZfhQe6B1NO5,62EwQLDw0dprDzuLwQ0sH1,1.0
0adVktNVJXPZfhQe6B1NO5,2z2JKNU24UEngb4joR9p8f,1.0
0adVktNVJXPZfhQe6B1NO5,2nef44o0sjJDKB1ta4S0ub,1.0
0adVktNVJXPZfhQe6B1NO5,5mdjfBsyzl78NQI4sI4IzR,0.9509906428889343
0adVktNVJXPZfhQe6B1NO5,5OGpsZeJRZ3t3MZioawcZW,0.9503979259524351
6sp6Vx3sv2l5qxPfbQkcyt,5auMzVHFr5Zfw6IbKarZ56,0.8555837971048842
6sp6Vx3sv2l5qxPfbQkcyt,0UgmLwOrTeOCUNwV07a5AD,0.8529241903919528
6sp6Vx3sv2l5qxPfbQkcyt,2WZyfujzMweFLnozyUJBkW,0.8452348156215611
6sp6Vx3sv2l5qxPfbQkcyt,5whKev8bxFJ0vl0KfLANyS,0.8412602662681664
6sp6Vx3sv2l5qxPfbQkcyt,4AWuMK5BaNxLaRbSl4yCuR,0.8348035132453218
1WFVfVjCtbmdIv7j3Fa9iy,4PuUa8e5s7P3Zv1IdCGIsa,0.9369805929800109
1WFVfVjCtbmdIv7j3Fa9iy,7vg5fesQdq5I7Z7XGdyJd5,0.9313226029381387
1WFVfVjCtbmdIv7j3Fa9iy,2dS2710jYUM8gE2V1KC3uG,0.9293120740056914
1WFVfVjCtbmdIv7j3Fa9iy,3us8sod4dLbM9FiMiPiEY8,0.9261984852828363
1WFVfVjCtbmdIv7j3Fa9iy,3e5yu9MkIvQx17mm7LF6KY,0.9248383767229095
0e5PAxSyZ5DWWVqKANHETz,1QBNBGeIRRGBnLhdlHbfI8,1.0
0e5PAxSyZ5DWWVqKANHETz,1MLr9b1fOybO3MGiLy47Ys,1.0
0e5PAxSyZ5DWWVqKANHETz,7Af2YlwMZryKOQiRfwMsD2,1.0
0e5PAxSyZ5DWWVqKANHETz,27gHtbsHClwimHFtKgFop4,1.0
0e5PAxSyZ5DWWVqKANHETz,0JvkNRyq8Tmot9khpdtN0I,1.0
1MLr9b1fOybO3MGiLy47Ys,1QBNBGeIRRGBnLhdlHbfI8,1.0
1MLr9b1fOybO3MGiLy47Ys,0e5PAxSyZ5DWWVqKANHETz,1.0
1MLr9b1fOybO3MGiLy47Ys,7Af2YlwMZryKOQiRfwMsD2,1.0
1MLr9b1fOybO3MGiLy47Ys,27gHtbsHClwimHFtKgFop4,1.0
1MLr9b1fOybO3MGiLy47Ys,0JvkNRyq8Tmot9khpdtN0I,1.0
6JGjevTaqr9J1xp7YvYUKF,2d4OxzOWcVWtACFsILP7Zj,0.8036960833530944
6JGjevTaqr9J1xp7YvYUKF,2WrdYNnbrT2r8a4qZgHK0z,0.7902434649886588
6JGjevTaqr9J1xp7YvYUKF,5PezAM0uy0cqmyeYv44RGW,0.786289175133192
6JGjevTaqr9J1xp7YvYUKF,2kMrCPZ0o5gErBPLCRgoli,0.7780778412147135
6JGjevTaqr9J1xp7YvYUKF,4jkUPVl2evfCEBBMRmtIBF,0.7747830476694993
7Af2YlwMZryKOQiRfwMsD2,1QBNBGeIRRGBnLhdlHbfI8,1.0
7Af2YlwMZryKOQiRfwMsD2,0e5PAxSyZ5DWWVqKANHETz,1.0
7Af2YlwMZryKOQiRfwMsD2,1MLr9b1fOybO3MGiLy47Ys,1.0
7Af2YlwMZryKOQiRfwMsD2,27gHtbsHClwimHFtKgFop4,1.0
7Af2YlwMZryKOQiRfwMsD2,0JvkNRyq8Tmot9khpdtN0I,1.0
3RE5nHIVkC4KcA7snFaTKd,1QBNBGeIRRGBnLhdlHbfI8,1.0
3RE5nHIVkC4KcA7snFaTKd,0e5PAxSyZ5DWWVqKANHETz,1.0
3RE5nHIVkC4KcA7snFaTKd,1MLr9b1fOybO3MGiLy47Ys,1.0
3RE5nHIVkC4KcA7snFaTKd,27gHtbsHClwimHFtKgFop4,1.0
3RE5nHIVkC4KcA7snFaTKd,0JvkNRyq8Tmot9khpdtN0I,1.0
0JvkNRyq8Tmot9khpdtN0I,1QBNBGeIRRGBnLhdlHbfI8,1.0
0JvkNRyq8Tmot9khpdtN0I,0e5PAxSyZ5DWWVqKANHETz,1.0
0JvkNRyq8Tmot9khpdtN0I,1MLr9b1fOybO3MGiLy47Ys,1.0
0JvkNRyq8Tmot9khpdtN0I,27gHtbsHClwimHFtKgFop4,1.0
0JvkNRyq8Tmot9khpdtN0I,3RE5nHIVkC4KcA7snFaTKd,1.0
27gHtbsHClwimHFtKgFop4,1QBNBGeIRRGBnLhdlHbfI8,1.0
27gHtbsHClwimHFtKgFop4,0e5PAxSyZ5DWWVqKANHETz,1.0
27gHtbsHClwimHFtKgFop4,1MLr9b1fOybO3MGiLy47Ys,1.0
27gHtbsHClwimHFtKgFop4,0JvkNRyq8Tmot9khpdtN0I,1.0
27gHtbsHClwimHFtKgFop4,3RE5nHIVkC4KcA7snFaTKd,1.0
1QBNBGeIRRGBnLhdlHbfI8,0e5PAxSyZ5DWWVqKANHETz,1.0
1QBNBGeIRRGBnLhdlHbfI8,1MLr9b1fOybO3MGiLy47Ys,1.0
1QBNBGeIRRGBnLhdlHbfI8,7Af2YlwMZryKOQiRfwMsD2,1.0
1QBNBGeIRRGBnLhdlHbfI8,27gHtbsHClwimHFtKgFop4,1.0
1QBNBGeIRRGBnLhdlHbfI8,0JvkNRyq8Tmot9khpdtN0I,1.0
72xTsTouZ5nBmASX8k1XCW,1abgR6pt8VzZRfiQa0KLlS,0.9461675108639478
72xTsTouZ5nBmASX8k1XCW,2fSIF8CJhoc9CJhF9vJDXp,0.944136950627177
72xTsTouZ5nBmASX8k1XCW,41A82PidFKhGX5hm1WoaDs,0.9415913604656747
72xTsTouZ5nBmASX8k1XCW,6hy5eqMQ36KAChR1ZZ05zc,0.9375393995782098
72xTsTouZ5nBmASX8k1XCW,5LuSu8fS8PGCH88EDPLYcy,0.9366050344075464
3ILmwMefYZoQh5Cf5jeuUQ,3LcMLFApeU9uCT8VCWEVjr,0.9403684766440862
3ILmwMefYZoQh5Cf5jeuUQ,7x4bh40tbYvpN5Gp7fMyts,0.9403394676581003
3ILmwMefYZoQh5Cf5jeuUQ,3vT58d8HuLwBWKldRwK9bl,0.9390171348173139
3ILmwMefYZoQh5Cf5jeuUQ,3Q8Jw1UCAQSMeGNIFfWNSd,0.9316070041641544
3ILmwMefYZoQh5Cf5jeuUQ,0X0Lz7LwpiIWcdGqVWaxXD,0.9288193465126836
2DHDuADAHoUW6n0z80RLQF,0x0h9kwGhCv78fMRo8ChhZ,0.8627551817243237
2DHDuADAHoUW6n0z80RLQF,5whKev8bxFJ0vl0KfLANyS,0.8569120221100814
2DHDuADAHoUW6n0z80RLQF,0sw4u9EcSC2E6rtCCdglHZ,0.8471608735790915
2DHDuADAHoUW6n0z80RLQF,3kTgOdnhK1HphG9o1aFrOA,0.8425482104010364
2DHDuADAHoUW6n0z80RLQF,6p9Frj8pPOCWol6HMFihSs,0.8373884844636708
5JDcQAztvZTIkrWoZihgvC,61T3ukOW74kzMkVy5pOLDR,0.8969046770177589
5JDcQAztvZTIkrWoZihgvC,6Rqn2GFlmvmV4w9Ala0I1e,0.8868945574190976
5JDcQAztvZTIkrWoZihgvC,0zGLlXbHlrAyBN1x6sY0rb,0.8781193136650057
5JDcQAztvZTIkrWoZihgvC,7DmZ1e9hh9CUX0PZzZA25C,0.8698405301719843
5JDcQAztvZTIkrWoZihgvC,25UzeaV47eDT44Fovve6xQ,0.8668831718335783
2sYFi9xVSZ56WHKSY2fN1K,0gVbkmFqq5fIkXtJJ3UTfM,0.9394135210739696
2sYFi9xVSZ56WHKSY2fN1K,5vk20vCA4C23pXxFhtbBTx,0.9380271541850741
2sYFi9xVSZ56WHKSY2fN1K,298xJ2nBaWWS0Je5rtlSxT,0.9321346915109516
2sYFi9xVSZ56WHKSY2fN1K,0fUB9bwvKLRpOB18YZHz5N,0.9308693496234024
2sYFi9xVSZ56WHKSY2fN1K,3bHhUEOTIbezeZ856R0BX5,0.9232475586357148
6xJOhSm4SvZwzy3uhWz26O,5lETDIvyWLJvR3YwohnwOZ,0.8620530321090155
6xJOhSm4SvZwzy3uhWz26O,7ktm6G1iu3tYlUExj02JDd,0.8368791083965695
6xJOhSm4SvZwzy3uhWz26O,5pEmeoMUW38w1oU3kPelvR,0.8357513195600471
6xJOhSm4SvZwzy3uhWz26O,7b3OfGX7LuIyTBk6FMdagF,0.833446649471643
6xJOhSm4SvZwzy3uhWz26O,5PvFiy6gfcrs6n4ki8vFqS,0.833446649471643
